
GeneralData -> GetGenderTypes -> OnActionExecuted 	- 4/12/2020 11:52:36 AM

TesterProfile -> GetProfile -> OnResultExecuted 	- 4/12/2020 11:52:36 AM

---------------------------------------------------------

TesterProfile -> GetProfilePercentage -> OnActionExecuting 	- 4/12/2020 11:52:53 AM

TesterProfile -> GetGeneralProfile -> OnActionExecuting 	- 4/12/2020 11:52:53 AM

TesterProfile -> GetProfile -> OnResultExecuted 	- 4/12/2020 11:52:53 AM

TesterProfile -> GetGeneralProfile -> OnActionExecuted 	- 4/12/2020 11:52:53 AM

---------------------------------------------------------

